"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"State Bank Of Wheaton","56296","76915.0","1","8827","State Bank Of Wheaton"
"First State Bank Of Sauk Centre","56378","91468.0","1","8831","First State Bank Of Sauk Centre"
"Currie State Bank","56123","67662.0","1","8833","Currie State Bank"
"Peoples State Bank Of Wells","56097","29004.0","1","8840","Peoples State Bank Of Wells"
"Grand Marais State Bank","55604","82031.0","1","8842","Grand Marais State Bank"
"American Heritage National Bank","56347","232594.0","1","8843","American Heritage National Bank"
"Farmers And Merchants State Bank Of Appleton","56208","42100.0","1","8845","Farmers And Merchants State Bank Of"
"Cenbank","55314","62580.0","1","8848","Cenbank"
"North Shore Bank Of Commerce","55802","243196.0","1","8850","North Shore Bank Of Commerce"
"Park State Bank","55806","33136.0","1","8851","Park State Bank"
"Glenwood State Bank (Incorporated)","56334","236151.0","1","8853","Glenwood State Bank (Incorporated)"
"First State Bank Of Grove City","56243","24006.0","1","8857","First State Bank Of Grove City"
"State Bank Of Chandler","56122","43606.0","1","8858","State Bank Of Chandler"
"Woodland Bank","56636","79581.0","1","8863","Woodland Bank"
"Farmers State Bank Of Watkins","55389","41594.0","1","8864","Farmers State Bank Of Watkins"
"Farmers State Bank Of West Concord","55985","46410.0","1","8865","Farmers State Bank Of West Concord"
"Merchants Bank, National Association","55987","1557023.0","1","8866","Merchants Bank, National Association"
"Ultima Bank Minnesota","56592","170597.0","1","8867","Ultima Bank Minnesota"
"Anchor Bank, National Association","55104","1904731.0","1","8868","Anchor Bank, National Association"
"Bankfirst Financial Services","39341","734403.0","1","8870","Bankfirst Financial Services"
"Omnibank","39422","46525.0","1","8871","Omnibank"
"State Bank & Trust Company","38935","983545.0","1","8878","State Bank & Trust Company"
"Community Bank Of Mississippi","39074","713089.0","1","8879","Community Bank Of Mississippi"
"Home Exchange Bank","64648","138081.0","1","8884","Home Exchange Bank"
"Bank Of Louisiana","63353","51715.0","1","8885","Bank Of Louisiana"
"Bank Of Lee's Summit","64063","296646.0","1","8886","Bank Of Lee's Summit"
"Country Club Bank","64112","1269746.0","1","8888","Country Club Bank"
"Midwest Regional Bank","63028","383128.0","1","8889","Midwest Regional Bank"
"Bank Of Sullivan","63080","377797.0","1","8892","Bank Of Sullivan"
"America's Community Bank","64015","28270.0","1","8893","America's Community Bank"
"Jonesburg State Bank","63351","70928.0","1","8896","Jonesburg State Bank"
"St. Johns Bank And Trust Company","63114","299495.0","1","8898","St. Johns Bank And Trust Company"
"Peoples Bank & Trust Co.","63379","438962.0","1","8903","Peoples Bank & Trust Co."
"The Nodaway Valley Bank","64468","826189.0","1","8904","The Nodaway Valley Bank"
"Citizens Bank Of Cape Vincent","13618","60224.0","1","8908","Citizens Bank Of Cape Vincent"
"Bank Forward","58448","492965.0","1","8941","Bank Forward"
"Sargent County Bank","58032","115646.0","1","8942","Sargent County Bank"
"Merchants Bank","58368","109282.0","1","8943","Merchants Bank"
"Kindred State Bank","58051","28728.0","1","8946","Kindred State Bank"
"Community Bank","74010","84323.0","1","8975","Community Bank"
"Security State Bank Of Wewoka, Oklahoma","74884","197163.0","1","8980","Security State Bank Of Wewoka, Oklahoma"
"Menno State Bank","57045","37070.0","1","9003","Menno State Bank"
"First State Bank Of Roscoe","57471","103850.0","1","9005","First State Bank Of Roscoe"
"Heartland State Bank","57469","79753.0","1","9007","Heartland State Bank"
"Bank Of Charles Town","25414","323019.0","1","9023","Bank Of Charles Town"
"Calhoun County Bank, Inc.","26147","127494.0","1","9024","Calhoun County Bank, Inc."
"The Harrison County Bank","26385","102087.0","1","9030","The Harrison County Bank"
"Headwaters State Bank","54540","65540.0","1","9035","Headwaters State Bank"
"Security State Bank","54847","80646.0","1","9036","Security State Bank"
"Mound City Bank","53818","295322.0","1","9037","Mound City Bank"
"Lincoln Community Bank","54452","58561.0","1","9042","Lincoln Community Bank"
"Citizens State Bank","52310","359363.0","1","9047","Citizens State Bank"
"Bank Of Moundville","35474","89055.0","1","9057","Bank Of Moundville"
"Plantersfirst","31015","270825.0","1","9064","Plantersfirst"
"Bank Of Dudley","31022","196195.0","1","9068","Bank Of Dudley"
"Farmers & Merchants Bank","31024","187499.0","1","9069","Farmers & Merchants Bank"
"First Bank Of Pike","30258","44785.0","1","9070","First Bank Of Pike"
"The Harvard State Bank","60033","220333.0","1","9079","The Harvard State Bank"
"Holcomb State Bank","61043","180680.0","1","9080","Holcomb State Bank"
"1st Source Bank","46601","5001255.0","1","9087","1st Source Bank"
"Salin Bank And Trust Company","46240","745665.0","1","9092","Salin Bank And Trust Company"
"Atkins Savings Bank & Trust","52206","80506.0","1","9096","Atkins Savings Bank & Trust"
"South Ottumwa Savings Bank","52501","397514.0","1","9099","South Ottumwa Savings Bank"
"Pilot Grove Savings Bank","52648","565210.0","1","9100","Pilot Grove Savings Bank"
"Rowley Savings Bank","52329","16438.0","1","9102","Rowley Savings Bank"
"American Savings Bank","50676","52905.0","1","9104","American Savings Bank"
"West Iowa Bank","50597","121049.0","1","9105","West Iowa Bank"
"Farmers State Bank","50277","49891.0","1","9106","Farmers State Bank"
"Rolette State Bank","58366","39122.0","1","9120","Rolette State Bank"
"State Bank Of Bottineau","58318","73570.0","1","9121","State Bank Of Bottineau"
"Farmers Security Bank","58577","50933.0","1","9122","Farmers Security Bank"
"Western State Bank","58301","768693.0","1","9123","Western State Bank"
"Bank Of Hamilton","58238","18035.0","1","9127","Bank Of Hamilton"
"Harwood State Bank","58042","37432.0","1","9128","Harwood State Bank"
"The Osgood State Bank","45351","169912.0","1","9137","The Osgood State Bank"
"The Commercial And Savings Bank Of Millersburg, Ohio","44654","622833.0","1","9139","The Commercial And Savings Bank Of Millersburg, Ohio"
"Countybank","29646","337177.0","1","9155","Countybank"
"Wayne County Bank","38485","304339.0","1","9168","Wayne County Bank"
"First South Bank","38305","446908.0","1","9170","First South Bank"
"Security Bank And Trust Company","38242","173930.0","1","9172","Security Bank And Trust Company"
"Apex Bank","38320","379079.0","1","9176","Apex Bank"
"Union Bank & Trust Company","38570","82919.0","1","9179","Union Bank & Trust Company"
"Farmers & Merchants Bank","38310","33856.0","1","9188","Farmers & Merchants Bank"
"Brighton Bank","38011","51574.0","1","9189","Brighton Bank"
"Home Banking Company","38375","88429.0","1","9196","Home Banking Company"
"Reelfoot Bank","38261","147225.0","1","9199","Reelfoot Bank"
"Central Bank","84663","849003.0","1","9204","Central Bank"
"Glennville Bank","30427","209359.0","1","9244","Glennville Bank"
"The Bank Of La Fayette, Georgia","30728","232729.0","1","9245","The Bank Of La Fayette, Georgia"
"Farmers State Bank Of Hoffman","62250","142211.0","1","9259","Farmers State Bank Of Hoffman"
"Oxford Bank & Trust","60523","464699.0","1","9260","Oxford Bank & Trust"
"Stillman Banccorp N.A.","61084","409779.0","1","9263","Stillman Banccorp N.A."
"H. F. Gehant Banking Co.","61378","58926.0","1","9264","H. F. Gehant Banking Co."
"Rushville State Bank","62681","96421.0","1","9265","Rushville State Bank"
"Villa Grove State Bank","61956","72807.0","1","9273","Villa Grove State Bank"
"The Hill-Dodge Banking Company","62379","37687.0","1","9274","The Hill-Dodge Banking Company"
"First Bank Of Berne","46711","563573.0","1","9288","First Bank Of Berne"
"Farmers State Bank","46539","134933.0","1","9290","Farmers State Bank"
"Gateway State Bank","52732","139731.0","1","9293","Gateway State Bank"
"Farmers State Bank","51450","33256.0","1","9295","Farmers State Bank"
"Farmers & Merchants Savings Bank","52057","528932.0","1","9298","Farmers & Merchants Savings Bank"
"Reliance State Bank","50248","210354.0","1","9299","Reliance State Bank"
"Readlyn Savings Bank","50668","73147.0","1","9300","Readlyn Savings Bank"
"Bank Of Ohio County, Inc.","42320","95949.0","1","9304","Bank Of Ohio County, Inc."
"The Citizens Bank","42050","113216.0","1","9306","The Citizens Bank"
"Inez Deposit Bank","41224","153588.0","1","9307","Inez Deposit Bank"
"United Southern Bank","42240","272717.0","1","9309","United Southern Bank"
"Commercial Bank","41472","148810.0","1","9310","Commercial Bank"
"Pbk Bank, Inc.","40484","104164.0","1","9313","Pbk Bank, Inc."
"Pbi Bank","40223","977969.0","1","9314","Pbi Bank"
"Bank Of Maysville","41056","121484.0","1","9315","Bank Of Maysville"
"Merchants & Farmers Bank & Trust Company","71446","323251.0","1","9319","Merchants & Farmers Bank & Trust Com"
"Marion State Bank","71260","172507.0","1","9320","Marion State Bank"
"Cross Keys Bank","71366","320435.0","1","9322","Cross Keys Bank"
"Bank Of Winnfield & Trust Company","71483","142417.0","1","9323","Bank Of Winnfield & Trust Company"
"Jonesboro State Bank","71251","186761.0","1","9325","Jonesboro State Bank"
"Washington State Bank","70589","161084.0","1","9326","Washington State Bank"
"Farmers-Merchants Bank & Trust Company","70517","293729.0","1","9327","Farmers-Merchants Bank & Trust Compa"
"Peoples Bank","71226","49432.0","1","9328","Peoples Bank"
"First State Bank Of Le Center","56057","73103.0","1","9330","First State Bank Of Le Center"
"Bank Of Maple Plain","55359","77326.0","1","9332","Bank Of Maple Plain"
"Stearns Bank Upsala National Association","56384","75845.0","1","9336","Stearns Bank Upsala National Associa"
"Citizens State Bank Of Waverly, Inc.","55390","67325.0","1","9337","Citizens State Bank Of Waverly, Inc."
"Farmers & Merchants State Bank Of New York Mills, Incorporated","56567","61703.0","1","9340","Farmers & Merchants State Bank Of New York Mills, Incorporated"
"First State Bank Of Fountain","55935","36811.0","1","9349","First State Bank Of Fountain"
"State Bank Of Lake Park","56554","37296.0","1","9351","State Bank Of Lake Park"
"Farmers State Bank Of Hoffman","56339","28805.0","1","9354","Farmers State Bank Of Hoffman"
"The Commercial Bank","39328","126249.0","1","9356","The Commercial Bank"
"Bank Of Commerce","38930","337693.0","1","9359","Bank Of Commerce"
"Peoples Bank","39114","244570.0","1","9366","Peoples Bank"
"The Bank Of Advance","63730","303712.0","1","9369","The Bank Of Advance"
"The Corder Bank","64021","18454.0","1","9374","The Corder Bank"
"The Bank Of Fairport","64469","22854.0","1","9377","The Bank Of Fairport"
"F & C Bank","64040","173512.0","1","9378","F & C Bank"
"Bank Of Brookfield - Purdin, National Association","64628","91679.0","1","9385","Bank Of Brookfield - Purdin, National Association"
"Missouri Bank And Trust Company Of Kansas City","64105","578151.0","1","9387","Missouri Bank And Trust Company Of K"
"The Corner Stone Bank","64863","136226.0","1","9388","The Corner Stone Bank"
"Bank Of Grandin","63943","155930.0","1","9392","Bank Of Grandin"
"Valley National Bank","7055","1.9275347E7","1","9396","Valley National Bank"
"Bank Of Cattaraugus","14719","18621.0","1","9406","Bank Of Cattaraugus"
"Tioga State Bank","14883","417350.0","1","9410","Tioga State Bank"
"Grant County State Bank","58529","32865.0","1","9417","Grant County State Bank"
"The Union Bank","58523","150641.0","1","9420","The Union Bank"
"Citizens State Bank Of Lankin","58250","44054.0","1","9422","Citizens State Bank Of Lankin"
"Choice Financial Group","58104","935093.0","1","9423","Choice Financial Group"
"Quality Bank","58031","28787.0","1","9425","Quality Bank"
"First State Bank","45697","347264.0","1","9437","First State Bank"
"The Mt. Victory State Bank","43340","18760.0","1","9438","The Mt. Victory State Bank"
"The Peoples Savings Bank","45767","63114.0","1","9439","The Peoples Savings Bank"
"The Pataskala Banking Company","43062","28632.0","1","9440","The Pataskala Banking Company"
"Heartland Bank","43230","683662.0","1","9443","Heartland Bank"
"First Bank Of Ohio","44883","169184.0","1","9450","First Bank Of Ohio"
"The North Side Bank And Trust Company","45223","503356.0","1","9457","The North Side Bank And Trust Compan"
"Farmers & Merchants Bank","45342","118502.0","1","9462","Farmers & Merchants Bank"
"The Citizens Savings Bank","43935","402309.0","1","9463","The Citizens Savings Bank"
"Alva State Bank & Trust Company","73717","292675.0","1","9465","Alva State Bank & Trust Company"
"Valor Bank","73546","35243.0","1","9467","Valor Bank"
"Welch State Bank Of Welch, Okla.","74369","228306.0","1","9472","Welch State Bank Of Welch, Okla."
"Clackamas County Bank","97055","191155.0","1","9486","Clackamas County Bank"
"Peoples Bank","38425","148892.0","1","9489","Peoples Bank"
"Civis Bank","37857","110851.0","1","9499","Civis Bank"
"First State Bank","24543","38898.0","1","9502","First State Bank"
"The Bank Of Marion","24354","367329.0","1","9507","The Bank Of Marion"
"Cleveland State Bank","53015","103488.0","1","9517","Cleveland State Bank"
"Bank Of Oakfield","53065","88300.0","1","9523","Bank Of Oakfield"
"The Pineries Bank","54481","76005.0","1","9526","The Pineries Bank"
"State Bank Of Newburg","53060","166071.0","1","9529","State Bank Of Newburg"
"Community State Bank","53182","310157.0","1","9536","Community State Bank"
"The La Porte Savings Bank","46350","514815.0","1","9538","The La Porte Savings Bank"
"The Peoples Bank Of Red Level","36474","16505.0","1","9614","The Peoples Bank Of Red Level"
"Sweet Water State Bank","36782","94982.0","1","9615","Sweet Water State Bank"
"First Bank","33440","282246.0","1","9620","First Bank"
"Capital City Bank","32301","2634929.0","1","9622","Capital City Bank"
"Athens State Bank","62613","127084.0","1","9631","Athens State Bank"
"First State Bank Of Illinois","61615","314757.0","1","9632","First State Bank Of Illinois"
"Franklin Grove Bank","61031","30434.0","1","9636","Franklin Grove Bank"
"Citizens Bank","46158","424105.0","1","9647","Citizens Bank"
"The Citizens State Bank Of Cheney, Kansas","67025","60605.0","1","9658","The Citizens State Bank Of Cheney, Kansas"
"State Bank Of Downs","67437","98351.0","1","9659","State Bank Of Downs"
"The Bank Of Holyrood","67450","61672.0","1","9661","The Bank Of Holyrood"
"Kaw Valley Bank","66608","349126.0","1","9665","Kaw Valley Bank"
"Dixon Bank","42409","87915.0","1","9668","Dixon Bank"
"Fredonia Valley Bank","42411","75949.0","1","9669","Fredonia Valley Bank"
"Owingsville Banking Company","40360","61296.0","1","9672","Owingsville Banking Company"
"Edmonton State Bank","42141","450969.0","1","9678","Edmonton State Bank"
"Rockland Trust Company","2370","7192465.0","1","9712","Rockland Trust Company"
"Oxford Bank","48371","303719.0","1","9719","Oxford Bank"
"Concorde Bank","56216","52197.0","1","9727","Concorde Bank"
"First Security Bank","55920","60421.0","1","9728","First Security Bank"
"Vantage Bank","56553","17662.0","1","9733","Vantage Bank"
"State Bank Of New Richland","56072","99078.0","1","9735","State Bank Of New Richland"
"Midwest Bank","56501","345576.0","1","9737","Midwest Bank"
"Home State Bank","55355","139484.0","1","9745","Home State Bank"
"Northwestern Bank, National Association","56529","135630.0","1","9746","Northwestern Bank, National Association"
"Vergas State Bank","56587","48865.0","1","9747","Vergas State Bank"
"21st Century Bank","55357","357705.0","1","9751","21st Century Bank"
"Marshall County State Bank","56738","33516.0","1","9752","Marshall County State Bank"
"The Nicollet County Bank Of Saint Peter","56082","170823.0","1","9757","The Nicollet County Bank Of Saint Pe"
"Community Bank Mankato","56090","233442.0","1","9760","Community Bank Mankato"
"Union State Bank Of Browns Valley","56219","22990.0","1","9764","Union State Bank Of Browns Valley"
"The First State Bank Of Rosemount","55068","61795.0","1","9769","The First State Bank Of Rosemount"
"First State Bank Southwest","56164","236538.0","1","9770","First State Bank Southwest"
"Paragon Bank","56097","30380.0","1","9772","Paragon Bank"
"Security State Bank Of Warroad","56763","94611.0","1","9773","Security State Bank Of Warroad"
"Bank Of Kilmichael","39747","141748.0","1","9775","Bank Of Kilmichael"
"Citizens Bank & Trust Co.","38646","132939.0","1","9777","Citizens Bank & Trust Co."
"Bloomsdale Bank","63627","209120.0","1","9788","Bloomsdale Bank"
"Commercial Trust Company Of Fayette","65248","125799.0","1","9791","Commercial Trust Company Of Fayette"
"Kcb Bank","64060","201045.0","1","9793","Kcb Bank"
"Kearney Trust Company","64060","165162.0","1","9794","Kearney Trust Company"
"The Bank Of Macks Creek","65786","19909.0","1","9797","The Bank Of Macks Creek"
"Bank Of Odessa","64076","233160.0","1","9803","Bank Of Odessa"
"Security Bank","64779","47482.0","1","9806","Security Bank"
"Commercial Bank Of Oak Grove, Mo.","64075","73620.0","1","9811","Commercial Bank Of Oak Grove, Mo."
"Adams State Bank","68301","51025.0","1","9812","Adams State Bank"
"Bank Of Keystone","69144","66288.0","1","9817","Bank Of Keystone"
"Platte Valley Bank","68649","69424.0","1","9818","Platte Valley Bank"
"Nebraska State Bank","69154","49756.0","1","9819","Nebraska State Bank"
"State Bank Of Table Rock","68447","62414.0","1","9822","State Bank Of Table Rock"
"Alden State Bank","14004","276115.0","1","9831","Alden State Bank"
"Branch Banking And Trust Company","27101","1.86642879E8","1","9846","Branch Banking And Trust Company"
"The Marblehead Bank","43440","44832.0","1","9860","The Marblehead Bank"
"The Republic Banking Company","44867","45143.0","1","9865","The Republic Banking Company"
"The St. Henry Bank","45883","271548.0","1","9871","The St. Henry Bank"
"Bank Of Cordell","73632","38747.0","1","9875","Bank Of Cordell"
"First State Bank","73068","55227.0","1","9879","First State Bank"
"Security Bank And Trust Company","74354","80047.0","1","9881","Security Bank And Trust Company"
"Peoples Bank","74150","98087.0","1","9882","Peoples Bank"
"The Dime Bank","18431","610149.0","1","9888","The Dime Bank"
"Mid Penn Bank","17061","898735.0","1","9889","Mid Penn Bank"
"Anderson Brothers Bank","29574","509953.0","1","9923","Anderson Brothers Bank"
"Commercial State Bank, Of Wagner","57380","146720.0","1","9932","Commercial State Bank, Of Wagner"
"Miner County Bank","57349","46982.0","1","9933","Miner County Bank"
"Farmers State Bank","57043","83426.0","1","9935","Farmers State Bank"
"Valley Exchange Bank","57039","71240.0","1","9947","Valley Exchange Bank"
"Peoples State Bank","57266","60740.0","1","9950","Peoples State Bank"
"Trust Company Bank","38117","25188.0","1","9956","Trust Company Bank"
"F&M Bank","37040","860906.0","1","9963","F&M Bank"
"American State Bank","75750","266867.0","1","9967","American State Bank"
"The First State Bank","75155","154004.0","1","9973","The First State Bank"
"First State Bank Of Uvalde","78801","1356326.0","1","9978","First State Bank Of Uvalde"
"Farmers & Merchants Bank Of Craig County","24127","56430.0","1","9986","Farmers & Merchants Bank Of Craig Co"
"Jefferson Security Bank","25443","283897.0","1","9997","Jefferson Security Bank"
"Capon Valley Bank","26851","149427.0","1","9998","Capon Valley Bank"
"Progressive Bank, National Association","26003","329367.0","1","10002","Progressive Bank, National Association"
"Farmers State Bank","53946","72487.0","1","10004","Farmers State Bank"
"Partnership Bank","53012","231515.0","1","10007","Partnership Bank"
"Woodford State Bank","53566","185814.0","1","10011","Woodford State Bank"
"Portage County Bank","54909","90676.0","1","10012","Portage County Bank"
"Security Bank","54757","89826.0","1","10015","Security Bank"
"Community National Bank Of Norwestern Pennsylvania","16401","73947.0","1","10032","Community National Bank Of Norwester"
"The National Bank & Trust Company Of Sycamore","60178","639917.0","1","10036","The National Bank & Trust Company Of"
"The Central National Bank And Trust Company","47918","54372.0","1","10040","The Central National Bank And Trust"
"National Exchange Bank And Trust","54935","1311485.0","1","10044","National Exchange Bank And Trust"
"Cornerstone Bank, Inc.","26456","185272.0","1","10045","Cornerstone Bank, Inc."
"First Southern Bank","31557","99823.0","1","10055","First Southern Bank"
"Bank Of Hancock County","31087","87777.0","1","10057","Bank Of Hancock County"
"Planters And Citizens Bank","31730","105232.0","1","10072","Planters And Citizens Bank"
"Wilkinson County Bank","31042","45448.0","1","10074","Wilkinson County Bank"
"Peoples State Bank Of Colfax","61728","36137.0","1","10075","Peoples State Bank Of Colfax"
"Farmers State Bank Of Emden","62635","37782.0","1","10077","Farmers State Bank Of Emden"
"Reynolds State Bank","61279","100392.0","1","10080","Reynolds State Bank"
"The Napoleon State Bank","47034","197066.0","1","10101","The Napoleon State Bank"
"Ohnward Bank & Trust","52033","222318.0","1","10111","Ohnward Bank & Trust"
"Community State Bank","52772","109059.0","1","10114","Community State Bank"
"Leighton State Bank","50219","156671.0","1","10118","Leighton State Bank"
"American Trust And Savings Bank","52255","36410.0","1","10120","American Trust And Savings Bank"
"Liberty Trust & Savings Bank","52747","148000.0","1","10121","Liberty Trust & Savings Bank"
"Farmers Savings Bank & Trust","50675","162083.0","1","10122","Farmers Savings Bank & Trust"
"First Trust And Savings Bank","52241","52214.0","1","10123","First Trust And Savings Bank"
"Citizens Savings Bank","52205","126371.0","1","10125","Citizens Savings Bank"
"Success Bank","52537","142265.0","1","10127","Success Bank"
"Exchange State Bank","50055","105545.0","1","10132","Exchange State Bank"
"The Commercial Bank Of Grayson","41143","175372.0","1","10137","The Commercial Bank Of Grayson"
"Hart County Bank And Trust Company","42765","28212.0","1","10145","Hart County Bank And Trust Company"
"Commonwealth Bank And Trust Company","40207","863020.0","1","10146","Commonwealth Bank And Trust Company"
"The Shelby State Bank","49455","218269.0","1","10157","The Shelby State Bank"
"First State Bank And Trust","55003","210676.0","1","10159","First State Bank And Trust"
"Stearns Bank Holdingford National Association","56340","89579.0","1","10160","Stearns Bank Holdingford National As"
"Landmark Community Bank, National Association","55040","82893.0","1","10161","Landmark Community Bank, National Association"
"First State Bank Minnesota","55951","64378.0","1","10162","First State Bank Minnesota"
"Security State Bank Of Marine","55047","114820.0","1","10163","Security State Bank Of Marine"
"Farmers And Merchants State Bank Of Pierz","56364","175984.0","1","10165","Farmers And Merchants State Bank Of"
"Citizens State Bank Of Roseau","56751","206861.0","1","10167","Citizens State Bank Of Roseau"
"First Farmers & Merchants Bank","55009","264090.0","1","10168","First Farmers & Merchants Bank"
"Sherburne State Bank","55308","90560.0","1","10169","Sherburne State Bank"
"Avon State Bank","56310","104319.0","1","10171","Avon State Bank"
"Altura State Bank","55910","48163.0","1","10173","Altura State Bank"
"Farmers State Bank Of Underwood","56586","59699.0","1","10174","Farmers State Bank Of Underwood"
"Security State Bank Of Hibbing","55746","120629.0","1","10175","Security State Bank Of Hibbing"
"Financial Security Bank","56252","73871.0","1","10176","Financial Security Bank"
"Produce State Bank","56045","57499.0","1","10178","Produce State Bank"
"North American State Bank","56312","107162.0","1","10179","North American State Bank"
"F & M Bank Minnesota","56277","119464.0","1","10184","F & M Bank Minnesota"
"Elysian Bank","56028","40743.0","1","10185","Elysian Bank"
"First State Bank Of Fertile","56540","36419.0","1","10186","First State Bank Of Fertile"
"The Northern State Bank Of Gonvick","56644","36022.0","1","10187","The Northern State Bank Of Gonvick"
"Prinsbank","56281","123092.0","1","10191","Prinsbank"
"Peoples Bank Of Commerce","55008","274525.0","1","10192","Peoples Bank Of Commerce"
"Pine River State Bank","56474","108056.0","1","10194","Pine River State Bank"
"Crookston National Bank","56716","61711.0","1","10196","Crookston National Bank"
"Hometown Community Bank","56323","25416.0","1","10197","Hometown Community Bank"
"State Bank Of Delano","55328","82027.0","1","10198","State Bank Of Delano"
"State Bank Of Jeffers","56145","25623.0","1","10200","State Bank Of Jeffers"
"Security State Bank Of Lewiston","55952","63832.0","1","10201","Security State Bank Of Lewiston"
"Lowry State Bank","56349","42104.0","1","10202","Lowry State Bank"
"United Southwest Bank","56229","47217.0","1","10208","United Southwest Bank"
"Commerce Bank","56035","177296.0","1","10212","Commerce Bank"
"Vermillion State Bank","55085","538214.0","1","10214","Vermillion State Bank"
"Citizens Bank & Trust Co.","55350","204433.0","1","10218","Citizens Bank & Trust Co."
"The Goose River Bank","58257","125677.0","1","10236","The Goose River Bank"
"First State Bank Of Golva","58632","82639.0","1","10243","First State Bank Of Golva"
"First International Bank & Trust","58854","2058189.0","1","10248","First International Bank & Trust"
"United Community Bank Of North Dakota","58346","311303.0","1","10249","United Community Bank Of North Dakot"
"Peoples State Bank Of Velva","58790","117618.0","1","10250","Peoples State Bank Of Velva"
"First Security Bank - West","58523","68811.0","1","10253","First Security Bank - West"
"The Old Fort Banking Company","44861","470697.0","1","10255","The Old Fort Banking Company"
"The Citizens Bank Company","45715","185430.0","1","10266","The Citizens Bank Company"
"The Farmers And Merchants Bank","43724","105435.0","1","10280","The Farmers And Merchants Bank"
"Gates Banking And Trust Company","38037","44521.0","1","10306","Gates Banking And Trust Company"
"First Volunteer Bank","37402","903138.0","1","10307","First Volunteer Bank"
"The Bank Of Fayette County","38017","369916.0","1","10308","The Bank Of Fayette County"
"Bank Of Halls","38040","70182.0","1","10315","Bank Of Halls"
"Medina Banking Co.","38355","44943.0","1","10316","Medina Banking Co."
"Citizens Bank And Trust Company Of Grainger County","37861","197932.0","1","10317","Citizens Bank And Trust Company Of G"
"Sevier County Bank","37862","315537.0","1","10318","Sevier County Bank"
"Citizens Savings Bank And Trust Company","37208","104095.0","1","10319","Citizens Savings Bank And Trust Comp"
"Citizens State Bank Of Luling","78648","66717.0","1","10327","Citizens State Bank Of Luling"
"Commercial State Bank","75152","72723.0","1","10330","Commercial State Bank"
"The Oakwood State Bank","75855","6384.0","1","10334","The Oakwood State Bank"
"Schertz Bank & Trust","78154","244296.0","1","10344","Schertz Bank & Trust"
"Peoples State Bank","77371","109308.0","1","10345","Peoples State Bank"
"Crowell State Bank","79227","36290.0","1","10352","Crowell State Bank"
"Happy State Bank","79042","2651075.0","1","10359","Happy State Bank"
"Citizens And Farmers Bank","23181","1368489.0","1","10363","Citizens And Farmers Bank"
"Banner Banks","54414","94998.0","1","10374","Banner Banks"
"Advantage Community Bank","54425","130122.0","1","10375","Advantage Community Bank"
"The Bank Of New Glarus","53574","243447.0","1","10378","The Bank Of New Glarus"
"Oostburg State Bank","53070","182450.0","1","10380","Oostburg State Bank"
"Farmers & Merchants Bank & Trust","54143","145809.0","1","10382","Farmers & Merchants Bank & Trust"
"State Bank Financial","54601","332915.0","1","10383","State Bank Financial"
"Waumandee State Bank","54622","165046.0","1","10384","Waumandee State Bank"
"The Farmers State Bank Of Brush","80723","101744.0","1","10407","The Farmers State Bank Of Brush"
"State Bank Of Graymont","61743","210541.0","1","10434","State Bank Of Graymont"
"First State Bank Of Olmsted","62970","46413.0","1","10437","First State Bank Of Olmsted"
"Raritan State Bank","61471","161363.0","1","10438","Raritan State Bank"
"The Village Bank","62282","85803.0","1","10439","The Village Bank"
"Cissna Park State Bank","60924","59062.0","1","10446","Cissna Park State Bank"
"Farmers State Bank & Trust Co.","62353","85732.0","1","10458","Farmers State Bank & Trust Co."
"Town & Country Bank Midwest","62301","148685.0","1","10460","Town & Country Bank Midwest"
"Middletown State Bank","62666","34452.0","1","10463","Middletown State Bank"
"Federated Bank","60955","72324.0","1","10464","Federated Bank"
"The Gifford State Bank","61847","151364.0","1","10467","The Gifford State Bank"
"Farmers & Merchants Bank Of Hutsonville","62433","40327.0","1","10469","Farmers & Merchants Bank Of Hutsonvi"
"Camp Grove State Bank","61424","19395.0","1","10471","Camp Grove State Bank"
"Ipava State Bank","61441","103576.0","1","10473","Ipava State Bank"
"Citizens State Bank","61048","231081.0","1","10474","Citizens State Bank"
"Elgin State Bank","52141","23260.0","1","10489","Elgin State Bank"
"Farmers And Merchants Savings Bank","52246","96829.0","1","10492","Farmers And Merchants Savings Bank"
"Mount Vernon Bank And Trust Company","52314","110887.0","1","10494","Mount Vernon Bank And Trust Company"
"Iowa State Bank","50583","115855.0","1","10497","Iowa State Bank"
"Farmers Savings Bank","52658","125462.0","1","10500","Farmers Savings Bank"
"Bankwest Of Kansas","67735","94214.0","1","10502","Bankwest Of Kansas"
"The First State Bank","67560","64746.0","1","10503","The First State Bank"
"The Kansas State Bank","66067","125972.0","1","10505","The Kansas State Bank"
"The State Bank Of Kansas","66736","64138.0","1","10508","The State Bank Of Kansas"
"Farmers Deposit Bank Of Middleburg, Inc.","42541","45869.0","1","10514","Farmers Deposit Bank Of Middleburg, Inc."
"The Citizens Bank","40351","127758.0","1","10520","The Citizens Bank"
"Bank Of Commerce & Trust Co.","70526","345412.0","1","10523","Bank Of Commerce & Trust Co."
"Exchange Bank And Trust Company, Natchitoches, Louisiana","71457","130213.0","1","10528","Exchange Bank And Trust Company, Natchitoches, Louisiana"
"Citizens Progressive Bank","71295","113260.0","1","10531","Citizens Progressive Bank"
"Catahoula - Lasalle Bank","71343","188646.0","1","10532","Catahoula - Lasalle Bank"
