"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"The Croghan Colonial Bank","43420","776058.0","1","13341","The Croghan Colonial Bank"
"Exchange Bank And Trust Company","73077","277086.0","1","13366","Exchange Bank And Trust Company"
"Community Trust Bank","62848","88431.0","1","13380","Community Trust Bank"
"Northeast Missouri State Bank","63501","103728.0","1","13381","Northeast Missouri State Bank"
"Farmers And Merchants State Bank Of Springfield","56087","114150.0","1","13382","Farmers And Merchants State Bank Of"
"Bank Of Utica","13502","997187.0","1","13397","Bank Of Utica"
"Farmers State Bank","75935","367932.0","1","13407","Farmers State Bank"
"Security Bank","79701","899476.0","1","13408","Security Bank"
"Northwestern Bank","51041","203160.0","1","13411","Northwestern Bank"
"Kaw Valley State Bank","66025","48132.0","1","13413","Kaw Valley State Bank"
"Farmers And Merchants Bank","73832","57260.0","1","13415","Farmers And Merchants Bank"
"Oklahoma State Bank","73834","58034.0","1","13416","Oklahoma State Bank"
"Union Bank And Trust Company","68506","3191997.0","1","13421","Union Bank And Trust Company"
"South State Bank","29201","8087243.0","1","13425","South State Bank"
"Wadena State Bank","56482","117795.0","1","13430","Wadena State Bank"
"The Fowler State Bank","67844","72342.0","1","13450","The Fowler State Bank"
"Royal Bank","53929","339735.0","1","13454","Royal Bank"
"The State Exchange Bank","74643","55341.0","1","13551","The State Exchange Bank"
"Fleetwood Bank","19522","224459.0","1","13561","Fleetwood Bank"
"Bloomburg State Bank","75556","16106.0","1","13563","Bloomburg State Bank"
"Bank Of Sun Prairie","53590","304055.0","1","13565","Bank Of Sun Prairie"
"The First National Bank Of Powhatan Point","43942","44725.0","1","13567","The First National Bank Of Powhatan"
"The Bank Of Whitewater","67154","22407.0","1","13578","The Bank Of Whitewater"
"Union Bank Of Blair","54616","99725.0","1","13580","Union Bank Of Blair"
"State Bank Of Nauvoo","62354","30750.0","1","13582","State Bank Of Nauvoo"
"The Tampa State Bank","67483","53220.0","1","13584","The Tampa State Bank"
"Mainstreet Bank","65010","46126.0","1","13585","Mainstreet Bank"
"First-Lockhart National Bank","78644","209410.0","1","13599","First-Lockhart National Bank"
"Pointwest Bank","76691","103807.0","1","13600","Pointwest Bank"
"The Nekoma State Bank","67548","46360.0","1","13603","The Nekoma State Bank"
"Bank Of Mead","68041","27519.0","1","13611","Bank Of Mead"
"Corydon State Bank","50060","98124.0","1","13616","Corydon State Bank"
"First State Bank","69138","343372.0","1","13622","First State Bank"
"Farmers & Stockmens Bank","88415","176441.0","1","13625","Farmers & Stockmens Bank"
"First State Bank","72802","217580.0","1","13632","First State Bank"
"Pine Country Bank","56345","161997.0","1","13652","Pine Country Bank"
"Bank Of Zumbrota","55992","151827.0","1","13654","Bank Of Zumbrota"
"United Community Bank","51351","201434.0","1","13656","United Community Bank"
"Farmers And Merchants State Bank, Bloomfield, Nebraska","68718","121778.0","1","13662","Farmers And Merchants State Bank, Bloomfield, Nebraska"
"Burton State Bank","77835","61272.0","1","13669","Burton State Bank"
"Firstmerit Bank, National Association","44308","2.5278166E7","1","13675","Firstmerit Bank, National Association"
"First State Bank","51023","47699.0","1","13680","First State Bank"
"Brunswick State Bank","68720","96712.0","1","13692","Brunswick State Bank"
"Nebraska State Bank","68719","17127.0","1","13696","Nebraska State Bank"
"The Olpe State Bank","66865","36004.0","1","13697","The Olpe State Bank"
"Greenville National Bank","45331","388190.0","1","13703","Greenville National Bank"
"Bank Of Palmer","66962","42209.0","1","13710","Bank Of Palmer"
"The Libertyville Savings Bank","52556","318382.0","1","13712","The Libertyville Savings Bank"
"The State Bank","51360","70597.0","1","13715","The State Bank"
"The Middlefield Banking Company","44062","703301.0","1","13716","The Middlefield Banking Company"
"Wells Fargo Bank Northwest, National Association","84401","9000186.0","1","13718","Wells Fargo Bank Northwest, National Association"
"Hampton State Bank","50441","71647.0","1","13722","Hampton State Bank"
"The State Bank Of Hildreth","68947","30542.0","1","13723","The State Bank Of Hildreth"
"Prescott State Bank","66767","14098.0","1","13729","Prescott State Bank"
"Savings Bank","51245","181738.0","1","13735","Savings Bank"
"Maynard Savings Bank","50655","59249.0","1","13736","Maynard Savings Bank"
"Farmers & Merchants Bank & Trust","52601","190246.0","1","13737","Farmers & Merchants Bank & Trust"
"The Upstate National Bank","13669","94480.0","1","13748","The Upstate National Bank"
"Blue Grass Savings Bank","52726","185186.0","1","13753","Blue Grass Savings Bank"
"Benton County State Bank","52209","41258.0","1","13774","Benton County State Bank"
"Farmers State Bank","37683","133818.0","1","13775","Farmers State Bank"
"The First National Bank Of Norway","49870","94017.0","1","13784","The First National Bank Of Norway"
"The Missouri Bank Ii","65301","85408.0","1","13787","The Missouri Bank Ii"
"Concordia Bank Of Concordia, Missouri","64020","61977.0","1","13788","Concordia Bank Of Concordia, Missouri"
"Mcintosh County Bank","58413","91816.0","1","13794","Mcintosh County Bank"
"Farmers State Bank","68642","29392.0","1","13796","Farmers State Bank"
"First National Bank In Fredonia","66736","98628.0","1","13798","First National Bank In Fredonia"
"Farmers And Merchants Bank","46763","120050.0","1","13801","Farmers And Merchants Bank"
"The Twin Valley Bank","45381","52085.0","1","13802","The Twin Valley Bank"
"Minnstar Bank National Association","56055","118449.0","1","13809","Minnstar Bank National Association"
"First National Bank In Pinckneyville","62274","80970.0","1","13813","First National Bank In Pinckneyville"
"Bank 1st","52175","123936.0","1","13816","Bank 1st"
"Commercial State Bank","68786","92426.0","1","13819","Commercial State Bank"
"Cross County Bank","72396","224514.0","1","13821","Cross County Bank"
"The Trust Bank","31637","34718.0","1","13832","The Trust Bank"
"Field & Main Bank","42420","389805.0","1","13838","Field & Main Bank"
"The First National Bank Of Rembrandt","50576","56276.0","1","13841","The First National Bank Of Rembrandt"
"Kentland Bank","47951","292696.0","1","13843","Kentland Bank"
"First National Bank In Fairfield","52556","139601.0","1","13853","First National Bank In Fairfield"
"First State Bank Nebraska","68516","432664.0","1","13868","First State Bank Nebraska"
"Cnb Bank","16830","2233295.0","1","13876","Cnb Bank"
"Peoplesbank, A Codorus Valley Company","17403","1369410.0","1","13879","Peoplesbank, A Codorus Valley Company"
"Rose Hill Bank","67133","253677.0","1","13881","Rose Hill Bank"
"The Farmers State Bank","67460","101020.0","1","13883","The Farmers State Bank"
"Farmers And Merchants Bank","36862","133550.0","1","13887","Farmers And Merchants Bank"
"Sandhills State Bank","68714","158406.0","1","13892","Sandhills State Bank"
"Farmers State Bank","64429","213664.0","1","13897","Farmers State Bank"
"Farmers State Bank Of Medora","62063","19157.0","1","13902","Farmers State Bank Of Medora"
"First Texoma National Bank","74701","158115.0","1","13905","First Texoma National Bank"
"The Pleasant Hill Bank","64080","75110.0","1","13915","The Pleasant Hill Bank"
"Southtrust Bank, N.A.","78022","371992.0","1","13919","Southtrust Bank, N.A."
"The State Bank Of Canton, Canton, Kansas","67428","31394.0","1","13926","The State Bank Of Canton, Canton, Kansas"
"State Bank Of Schaller","51053","38250.0","1","13931","State Bank Of Schaller"
"First Bank & Trust Company","73077","154534.0","1","13946","First Bank & Trust Company"
"Alamosa State Bank","81101","215368.0","1","13947","Alamosa State Bank"
"Community Bank Of Louisiana","71052","427625.0","1","13951","Community Bank Of Louisiana"
"Iowa State Bank","51239","529431.0","1","13953","Iowa State Bank"
"Mckenzie Banking Company","38201","125188.0","1","13955","Mckenzie Banking Company"
"Chetopa State Bank & Trust Co.","67336","32254.0","1","13956","Chetopa State Bank & Trust Co."
"Kansasland Bank","67752","54530.0","1","13957","Kansasland Bank"
"Cbw Bank","66781","16774.0","1","13959","Cbw Bank"
"The Bank Of Houston","65483","42807.0","1","13960","The Bank Of Houston"
"Bank Of Hartington","68739","78182.0","1","13962","Bank Of Hartington"
"The Granville National Bank","61326","52726.0","1","13983","The Granville National Bank"
"Colorado National Bank","81526","65522.0","1","13986","Colorado National Bank"
"Palo Savings Bank","52324","31923.0","1","13990","Palo Savings Bank"
"Peoples State Bank","52659","30055.0","1","13992","Peoples State Bank"
"The Farmers And Merchants State Bank","57059","26989.0","1","13999","The Farmers And Merchants State Bank"
"Chelsea State Bank","48118","269383.0","1","14009","Chelsea State Bank"
"Hartwick State Bank","52232","25668.0","1","14015","Hartwick State Bank"
"Middletown Valley Bank","21769","202949.0","1","14017","Middletown Valley Bank"
"Farmers And Merchants Bank Of Mound City, Kansas","66056","38561.0","1","14024","Farmers And Merchants Bank Of Mound City, Kansas"
"Wells Bank Of Platte City","64079","129683.0","1","14025","Wells Bank Of Platte City"
"Scribner Bank","68057","70752.0","1","14026","Scribner Bank"
"First Guaranty Bank","70401","1506199.0","1","14028","First Guaranty Bank"
"First Liberty Bank","73120","258327.0","1","14029","First Liberty Bank"
"The Missouri Bank","63383","191967.0","1","14036","The Missouri Bank"
"Century Bank","51601","85046.0","1","14051","Century Bank"
"Farmers And Merchants Bank Of St. Clair","63077","174373.0","1","14056","Farmers And Merchants Bank Of St. Cl"
"Petersburg State Bank","68652","37871.0","1","14058","Petersburg State Bank"
"State Bank Of Burnettsville","47926","48198.0","1","14061","State Bank Of Burnettsville"
"Pinnacle Bank","30635","644273.0","1","14065","Pinnacle Bank"
"State Bank Of Scotia","68875","38855.0","1","14069","State Bank Of Scotia"
"Hillsdale County National Bank","49242","482577.0","1","14073","Hillsdale County National Bank"
"Blackhawk Bank","53511","596003.0","1","14078","Blackhawk Bank"
"Gnb Bank","50638","350210.0","1","14079","Gnb Bank"
"Bison State Bank","67520","9394.0","1","14083","Bison State Bank"
"Hillsboro State Bank","67063","17886.0","1","14084","Hillsboro State Bank"
"Port Byron State Bank","61275","74610.0","1","14085","Port Byron State Bank"
"The First National Bank In Falfurrias","78355","75968.0","1","14095","The First National Bank In Falfurria"
"Generations Bank","68351","37488.0","1","14096","Generations Bank"
"The Farmers Bank","40143","106995.0","1","14102","The Farmers Bank"
"The Peoples State Bank","47429","225408.0","1","14113","The Peoples State Bank"
"Passumpsic Savings Bank","5819","594951.0","1","14134","Passumpsic Savings Bank"
"Wells River Savings Bank","5081","168932.0","1","14136","Wells River Savings Bank"
"Northfield Savings Bank","5663","820236.0","1","14140","Northfield Savings Bank"
"Union Bank","5661","599954.0","1","14158","Union Bank"
"Peoples Trust Company Of St. Albans","5478","253209.0","1","14168","Peoples Trust Company Of St. Albans"
"Silex Banking Company","63377","73833.0","1","14178","Silex Banking Company"
"Marion Bank And Trust Company","36756","245786.0","1","14184","Marion Bank And Trust Company"
"First State Bank And Trust Company, Inc.","63830","340229.0","1","14185","First State Bank And Trust Company, Inc."
"Farmers Trust And Savings Bank","50424","257037.0","1","14195","Farmers Trust And Savings Bank"
"The Bank Of Harlan","40831","125297.0","1","14200","The Bank Of Harlan"
"Lincoln Savings Bank","50613","830222.0","1","14207","Lincoln Savings Bank"
"Security Savings Bank","50543","123944.0","1","14208","Security Savings Bank"
"Farmers State Bank","52302","678913.0","1","14209","Farmers State Bank"
"Security Financial Bank","54736","404239.0","1","14222","Security Financial Bank"
"The Home National Bank Of Thorntown","46071","99317.0","1","14225","The Home National Bank Of Thorntown"
"Malvern Trust & Savings Bank","51551","101189.0","1","14230","Malvern Trust & Savings Bank"
"Northway Bank","3570","932335.0","1","14240","Northway Bank"
"United Bank And Trust Company","50441","147487.0","1","14247","United Bank And Trust Company"
"Fidelity Bank","50266","76861.0","1","14251","Fidelity Bank"
"Walters Bank And Trust Company","73572","56914.0","1","14260","Walters Bank And Trust Company"
"Cornhusker Bank","68521","444396.0","1","14264","Cornhusker Bank"
"National Bank Of Commerce","54880","534661.0","1","14266","National Bank Of Commerce"
"The Citizens State Bank","66508","302405.0","1","14269","The Citizens State Bank"
"Farmers And Merchants Bank","68406","64962.0","1","14275","Farmers And Merchants Bank"
"First Bank, Upper Michigan","49837","177161.0","1","14276","First Bank, Upper Michigan"
"First Bank Of Utica","68456","64164.0","1","14281","First Bank Of Utica"
"Bank","52653","73457.0","1","14291","Bank"
"Citizens Bank & Trust","64482","87673.0","1","14293","Citizens Bank & Trust"
"Adams County Bank","68956","166513.0","1","14311","Adams County Bank"
"Five Points Bank Of Hastings","68902","278032.0","1","14312","Five Points Bank Of Hastings"
"Greensburg State Bank","67054","60179.0","1","14315","Greensburg State Bank"
"The Benton State Bank","53803","60876.0","1","14316","The Benton State Bank"
"First Illinois Bank","62202","44433.0","1","14321","First Illinois Bank"
"Horizon Bank","68462","237402.0","1","14327","Horizon Bank"
"Firstbank","74523","287394.0","1","14331","Firstbank"
"Commercial Bank And Trust Of Pa","15650","383662.0","1","14333","Commercial Bank And Trust Of Pa"
"United Bank Of Union","63084","296991.0","1","14334","United Bank Of Union"
"Farmers State Bank","67661","34504.0","1","14344","Farmers State Bank"
"The Valley State Bank","67878","105627.0","1","14345","The Valley State Bank"
"Bank Of Salem","65560","91703.0","1","14349","Bank Of Salem"
"Federation Bank","52353","112840.0","1","14352","Federation Bank"
"The First Citizens National Bank Of Upper Sandusky","43351","227353.0","1","14355","The First Citizens National Bank Of"
"Jersey Shore State Bank","17701","939330.0","1","14359","Jersey Shore State Bank"
"The First State Bank","25504","244147.0","1","14361","The First State Bank"
"First National Bank In Howell","48843","328874.0","1","14370","First National Bank In Howell"
"Fidelity Bank & Trust","52002","627651.0","1","14382","Fidelity Bank & Trust"
"Farmers Trust & Savings Bank","52361","139230.0","1","14392","Farmers Trust & Savings Bank"
"Haskell National Bank","79521","79340.0","1","14399","Haskell National Bank"
"First National Bank In Tigerton","54486","20769.0","1","14400","First National Bank In Tigerton"
"Farmers State Bank Of Newcastle","76372","44019.0","1","14404","Farmers State Bank Of Newcastle"
"City State Bank","50211","314617.0","1","14410","City State Bank"
"Iowa State Bank And Trust Company Of Fairfield, Iowa","52556","118241.0","1","14413","Iowa State Bank And Trust Company Of Fairfield, Iowa"
"Bellevue State Bank","52031","91783.0","1","14415","Bellevue State Bank"
"First National Bank","67735","181219.0","1","14420","First National Bank"
"First National Bank In Deridder","70634","237326.0","1","14427","First National Bank In Deridder"
"Farmers And Merchants Union Bank","53925","299833.0","1","14445","Farmers And Merchants Union Bank"
"First National Bank At Darlington","53530","100429.0","1","14468","First National Bank At Darlington"
"Prosper Bank","75078","78236.0","1","14485","Prosper Bank"
"Citizens Bank","63068","175346.0","1","14488","Citizens Bank"
"The Bank Of Charlotte County","23959","132914.0","1","14491","The Bank Of Charlotte County"
"Homebank","63461","175668.0","1","14492","Homebank"
"Cnb Bank, Inc.","25411","310330.0","1","14507","Cnb Bank, Inc."
"First National Bank In Dalhart","79022","65143.0","1","14508","First National Bank In Dalhart"
"Thumb National Bank And Trust Company","48755","221963.0","1","14513","Thumb National Bank And Trust Compan"
"Bank Iowa","50266","1127625.0","1","14521","Bank Iowa"
"Pcsb Bank","51632","201682.0","1","14522","Pcsb Bank"
"The Antwerp Exchange Bank Company","45813","93708.0","1","14523","The Antwerp Exchange Bank Company"
"Amarillo National Bank","79101","3796081.0","1","14531","Amarillo National Bank"
"The First National Bank At Paris","72855","134326.0","1","14534","The First National Bank At Paris"
"Csb Bank","48014","240598.0","1","14538","Csb Bank"
"New Era Bank","63645","324017.0","1","14546","New Era Bank"
"The Exchange State Bank Of St. Paul, Kansas","66771","71309.0","1","14556","The Exchange State Bank Of St. Paul, Kansas"
"Union State Bank Of West Salem","54669","67596.0","1","14560","Union State Bank Of West Salem"
"State Bank Of Medora","47260","71753.0","1","14561","State Bank Of Medora"
"Centennial Bank","79401","716643.0","1","14562","Centennial Bank"
"First National Bank In Olney","62450","309356.0","1","14567","First National Bank In Olney"
"Odin State Bank","56160","41161.0","1","14574","Odin State Bank"
"Farmers State Bank","46761","582647.0","1","14578","Farmers State Bank"
"Clarkson Bank","68629","58832.0","1","14581","Clarkson Bank"
"The First National Bank & Trust Company Of Rochelle","61068","269161.0","1","14583","The First National Bank & Trust Comp"
"The First National Bank In Trinidad","81082","199514.0","1","14584","The First National Bank In Trinidad"
"University Bank","48104","167524.0","1","14587","University Bank"
"The Union Bank Of Mena","71953","215639.0","1","14597","The Union Bank Of Mena"
"Community Point Bank","65074","97682.0","1","14604","Community Point Bank"
"Savannah Bank National Association","13146","139499.0","1","14619","Savannah Bank National Association"
"United Bank","54758","239636.0","1","14629","United Bank"
"Community Savings Bank","52042","325257.0","1","14633","Community Savings Bank"
"Peoples Bank","67029","48847.0","1","14636","Peoples Bank"
"Security Home Bank","68040","40758.0","1","14639","Security Home Bank"
"The Commercial Bank","29654","168387.0","1","14642","The Commercial Bank"
"The Malvern National Bank","72104","475862.0","1","14644","The Malvern National Bank"
"Newfield National Bank","8344","591578.0","1","14646","Newfield National Bank"
"Community Bank","51529","91067.0","1","14649","Community Bank"
"Hills Bank And Trust Company","52235","2369677.0","1","14650","Hills Bank And Trust Company"
"Bank Of Prairie Du Sac","53578","369605.0","1","14660","Bank Of Prairie Du Sac"
"Trustbank","62450","175949.0","1","14662","Trustbank"
"The First National Bank In Amboy","61310","172149.0","1","14674","The First National Bank In Amboy"
"Industrial Bank","20011","365317.0","1","14679","Industrial Bank"
"Iowa Savings Bank","51401","184942.0","1","14690","Iowa Savings Bank"
"Peoples Trust & Savings Bank","50325","283991.0","1","14692","Peoples Trust & Savings Bank"
"Cedar Valley Bank & Trust","50651","55778.0","1","14694","Cedar Valley Bank & Trust"
"Macon-Atlanta State Bank","63552","279693.0","1","14695","Macon-Atlanta State Bank"
"Bank Of New Madrid","63869","94932.0","1","14701","Bank Of New Madrid"
"Guaranty Bank And Trust Company","52406","253191.0","1","14704","Guaranty Bank And Trust Company"
"De Witt Bank & Trust Co.","52742","151578.0","1","14705","De Witt Bank & Trust Co."
"Central State Bank","49617","66460.0","1","14706","Central State Bank"
"First National Bank","57532","790051.0","1","14712","First National Bank"
"River Valley Financial Bank","47250","518966.0","1","14714","River Valley Financial Bank"
"First Community Bank","36518","337837.0","1","14720","First Community Bank"
"Union Bank","48849","165028.0","1","14722","Union Bank"
"Frontier Bank","81052","272794.0","1","14730","Frontier Bank"
"The Citizens National Bank Of Quitman","31643","95897.0","1","14731","The Citizens National Bank Of Quitma"
"First Community Bank Of The Heartland, Inc.","42031","178516.0","1","14735","First Community Bank Of The Heartland, Inc."
"Williamstown Bank, Inc.","26187","149068.0","1","14744","Williamstown Bank, Inc."
"River Town Bank","72834","148958.0","1","14749","River Town Bank"
"The First National Bank In Carlyle","62231","148985.0","1","14761","The First National Bank In Carlyle"
"Dmb Community Bank","53532","380209.0","1","14769","Dmb Community Bank"
"Danville State Savings Bank","52645","146645.0","1","14772","Danville State Savings Bank"
"State Savings Bank","50801","101997.0","1","14773","State Savings Bank"
"First National Bank Of Crystal Falls","49920","69519.0","1","14775","First National Bank Of Crystal Falls"
"Community Bank Of Snyder","79549","132602.0","1","14776","Community Bank Of Snyder"
"First Bank & Trust","79424","797923.0","1","14778","First Bank & Trust"
"Citizens National Bank At Brownwood","76801","201324.0","1","14779","Citizens National Bank At Brownwood"
"Citizens Savings Bank","50158","59414.0","1","14785","Citizens Savings Bank"
"Union State Bank","54216","85761.0","1","14790","Union State Bank"
"First National Bank & Trust Co. Of Williston","58801","489977.0","1","14801","First National Bank & Trust Co. Of W"
"Farmers Savings Bank","52035","165353.0","1","14807","Farmers Savings Bank"
"First American Bank","50501","1072874.0","1","14808","First American Bank"
"Heartland Bank","50586","124713.0","1","14809","Heartland Bank"
"Treynor State Bank","51575","301816.0","1","14812","Treynor State Bank"
"Mbank","49854","725822.0","1","14816","Mbank"
"The Citizens National Bank Of Hammond","13646","19929.0","1","14820","The Citizens National Bank Of Hammon"
"First National Bank In New Bremen","45869","262275.0","1","14836","First National Bank In New Bremen"
"Midwestone Bank","52240","1682024.0","1","14843","Midwestone Bank"
"Citizens Bank","37643","696387.0","1","14851","Citizens Bank"
"The First National Bank At St. James","56081","30135.0","1","14853","The First National Bank At St. James"
"State Street Bank And Trust Company","62301","197091.0","1","14857","State Street Bank And Trust Company"
"The Gratz Bank","17030","297337.0","1","14863","The Gratz Bank"
"Stockmens National Bank In Cotulla","78014","107296.0","1","14864","Stockmens National Bank In Cotulla"
"Home State Bank","50129","205876.0","1","14867","Home State Bank"
"Peoples Savings Bank","50680","100009.0","1","14868","Peoples Savings Bank"
"Platte Valley Bank Of Missouri","64079","447072.0","1","14869","Platte Valley Bank Of Missouri"
"Community State Bank","46710","210225.0","1","14883","Community State Bank"
"First Bank","99901","489132.0","1","14885","First Bank"
"The Farmers Bank","40356","114086.0","1","14894","The Farmers Bank"
"Peoples State Bank","67745","129946.0","1","14898","Peoples State Bank"
"Citizens Bank Of Oklahoma","74056","214302.0","1","14899","Citizens Bank Of Oklahoma"
"First Community Bank","50568","95769.0","1","14904","First Community Bank"
"The International Bank Of Amherst","54406","54807.0","1","14907","The International Bank Of Amherst"
"Shell Lake State Bank","54871","172336.0","1","14911","Shell Lake State Bank"
"Bank Of Dixon County","68770","85436.0","1","14912","Bank Of Dixon County"
"Lapeer County Bank & Trust Co.","48446","317400.0","1","14913","Lapeer County Bank & Trust Co."
"Collins State Bank","54207","62584.0","1","14914","Collins State Bank"
"The Hamler State Bank","43524","73735.0","1","14920","The Hamler State Bank"
"F&M Bank","68788","264505.0","1","14922","F&M Bank"
"The First National Bank In Staunton","62088","483241.0","1","14924","The First National Bank In Staunton"
"Freeland State Bank","48623","54189.0","1","14926","Freeland State Bank"
"West Shore Bank","49431","365515.0","1","14929","West Shore Bank"
"First Iowa State Bank","52531","152458.0","1","14930","First Iowa State Bank"
"Ackley State Bank","50601","150323.0","1","14936","Ackley State Bank"
"Emerald Bank","67019","16513.0","1","14944","Emerald Bank"
"The Lyon County State Bank","66801","155959.0","1","14952","The Lyon County State Bank"
"State Bank Of Reeseville","53579","62232.0","1","14960","State Bank Of Reeseville"
"The Security National Bank Of Enid","73701","329276.0","1","14966","The Security National Bank Of Enid"
"Kish Bank","17004","680895.0","1","14969","Kish Bank"
"First State Bank And Trust","66086","245914.0","1","14974","First State Bank And Trust"
"Clarke County State Bank","50213","105953.0","1","14980","Clarke County State Bank"
"Union State Bank","50273","82703.0","1","14982","Union State Bank"
"The Farmers State Bank","45346","139436.0","1","14991","The Farmers State Bank"
"State Bank Of Arcadia","54612","168189.0","1","14994","State Bank Of Arcadia"
"River Bank","54658","433196.0","1","14995","River Bank"
"The Port Austin State Bank","48467","47720.0","1","14999","The Port Austin State Bank"
"Towanda State Bank","67144","9819.0","1","15009","Towanda State Bank"
"Columbus Bank And Trust Company","68601","113857.0","1","15010","Columbus Bank And Trust Company"
"Farmers State Bank Of Munith","49259","63656.0","1","15011","Farmers State Bank Of Munith"
"First Bank","28387","3212256.0","1","15019","First Bank"
"First State Bank","48021","647282.0","1","15032","First State Bank"
"Riverwind Bank","72006","88227.0","1","15035","Riverwind Bank"
"The Valley State Bank","67013","126605.0","1","15038","The Valley State Bank"
"The Peoples Community Bank","53560","262807.0","1","15046","The Peoples Community Bank"
"First State Bank","72086","250019.0","1","15050","First State Bank"
"The State Bank Of Blue Rapids","66411","48038.0","1","15057","The State Bank Of Blue Rapids"
"First National Bank","71001","214675.0","1","15059","First National Bank"
"Exchange State Bank","48419","148687.0","1","15064","Exchange State Bank"
"Bank Of Caneyville","42721","49944.0","1","15068","Bank Of Caneyville"
"Junction National Bank","76849","57770.0","1","15078","Junction National Bank"
"Arthur State Bank","29379","502166.0","1","15085","Arthur State Bank"
"State Bank Of Cross Plains","53528","769720.0","1","15091","State Bank Of Cross Plains"
"Richland County Bank","53581","97471.0","1","15092","Richland County Bank"
"Union State Bank","66520","30364.0","1","15098","Union State Bank"
"Senath State Bank","63876","68960.0","1","15101","Senath State Bank"
"Bank Of York","29745","199271.0","1","15104","Bank Of York"
"Zavala County Bank","78839","68749.0","1","15105","Zavala County Bank"
"The Citizens State Bank","66852","179355.0","1","15111","The Citizens State Bank"
"Bank Of Greeleyville","29056","82840.0","1","15113","Bank Of Greeleyville"
"Palmyra State Bank","53156","38403.0","1","15116","Palmyra State Bank"
"Farmers Exchange Bank","73728","277275.0","1","15118","Farmers Exchange Bank"
"Jackson County Bank","54615","217096.0","1","15121","Jackson County Bank"
"State Bank Of Cazenovia","53924","34039.0","1","15123","State Bank Of Cazenovia"
"Farmers State Bank","54634","146695.0","1","15126","Farmers State Bank"
"Bank Of Wisconsin Dells","53965","432885.0","1","15136","Bank Of Wisconsin Dells"
"Central Bank Of Moberly","65270","155668.0","1","15142","Central Bank Of Moberly"
"State Bank Of Florence","54121","88580.0","1","15146","State Bank Of Florence"
"First National Bank","54981","605950.0","1","15149","First National Bank"
"Black River Country Bank","54615","72719.0","1","15152","Black River Country Bank"
"Timberwood Bank","54660","168302.0","1","15158","Timberwood Bank"
"The Farmers State Bank Of Westmoreland","66549","164731.0","1","15164","The Farmers State Bank Of Westmorela"
"Peoples State Bank Of Munising","49862","122495.0","1","15165","Peoples State Bank Of Munising"
"Farmers & Merchants Bank, Of Orfordville","53576","47869.0","1","15173","Farmers & Merchants Bank, Of Orfordville"
"Stratford State Bank","54484","104283.0","1","15174","Stratford State Bank"
"Union Bank & Trust Company","53536","211818.0","1","15177","Union Bank & Trust Company"
"Mid America Bank","53545","86098.0","1","15183","Mid America Bank"
"Grand Marsh State Bank","53936","139843.0","1","15185","Grand Marsh State Bank"
"State Bank","54128","24387.0","1","15186","State Bank"
"The Necedah Bank","54646","32827.0","1","15188","The Necedah Bank"
"Farmers Exchange Bank","54960","57611.0","1","15189","Farmers Exchange Bank"
"The Kearny County Bank","67860","191498.0","1","15194","The Kearny County Bank"
"Decorah Bank & Trust Company","52101","393584.0","1","15200","Decorah Bank & Trust Company"
"The Farmers Bank, Woodland Mills, Tennessee","38271","12076.0","1","15205","The Farmers Bank, Woodland Mills, Tennessee"
"First State Bank","75751","391370.0","1","15206","First State Bank"
"The First Central National Bank Of St. Paris","43072","88556.0","1","15214","The First Central National Bank Of S"
"Peoples Bank","30436","71395.0","1","15216","Peoples Bank"
"Dubuque Bank And Trust Company","52001","1541609.0","1","15219","Dubuque Bank And Trust Company"
"The Bank Of Kaukauna","54130","87231.0","1","15228","The Bank Of Kaukauna"
"First Business Bank","53719","1199504.0","1","15229","First Business Bank"
"Walworth State Bank","53184","247159.0","1","15231","Walworth State Bank"
"Johnson State Bank","67855","75307.0","1","15237","Johnson State Bank"
"Northern State Bank","54806","231503.0","1","15242","Northern State Bank"
"Putnam County Bank","25526","632580.0","1","15243","Putnam County Bank"
"United Citizens Bank & Trust Company","40011","108970.0","1","15249","United Citizens Bank & Trust Company"
"The Citizens State Bank And Trust Company","67492","15862.0","1","15254","The Citizens State Bank And Trust Co"
"Greenfield Banking Company","38230","51583.0","1","15255","Greenfield Banking Company"
"The Baileyville State Bank","66538","42049.0","1","15257","The Baileyville State Bank"
"The Farmers State Bank","66436","56354.0","1","15258","The Farmers State Bank"
"Elk State Bank","66938","52996.0","1","15259","Elk State Bank"
"The Citizens State Bank","67951","120256.0","1","15261","The Citizens State Bank"
"Peoples Savings Bank Of Rhineland","65069","218692.0","1","15264","Peoples Savings Bank Of Rhineland"
"The Citizens Bank Of Valley Head","35989","26854.0","1","15270","The Citizens Bank Of Valley Head"
"First State Bank","54961","262375.0","1","15271","First State Bank"
"Marion County State Bank","50219","281270.0","1","15272","Marion County State Bank"
"Heritage Community Bank","65024","94372.0","1","15282","Heritage Community Bank"
"Canton State Bank","63435","33450.0","1","15285","Canton State Bank"
"Northern State Bank Of Thief River Falls","56701","299795.0","1","15286","Northern State Bank Of Thief River F"
"Great Western Bank","57201","9758015.0","1","15289","Great Western Bank"
"Texas First State Bank","76682","372649.0","1","15300","Texas First State Bank"
"The Denison State Bank","66436","302492.0","1","15305","The Denison State Bank"
"Garrison State Bank And Trust","58540","122827.0","1","15306","Garrison State Bank And Trust"
"State Bank Of Wapello","52653","38771.0","1","15308","State Bank Of Wapello"
